# gridcell_lon=-3.50000, gridcell_lat=37.50000
times_utc,alpha,beta,ssa,pwater,pressure,ozone,albedo
2022-05-25 20:30:00,0.80051,0.03916,0.92676,1.00456,917.16464,0.30958,0.19598
2022-05-25 21:30:00,0.79884,0.0367,0.92676,1.04137,917.16383,0.30955,0.19598
2022-05-25 22:30:00,0.80099,0.03603,0.92676,1.07463,917.16303,0.30951,0.19598
2022-05-25 23:30:00,0.82448,0.0384,0.92676,1.09924,917.16222,0.30948,0.19598
2022-05-26 00:30:00,0.84394,0.04179,0.92676,1.10741,917.16142,0.30944,0.19599
2022-05-26 01:30:00,0.81846,0.04208,0.92676,1.10311,917.16061,0.30941,0.19599
2022-05-26 02:30:00,0.76445,0.04148,0.92676,1.08636,917.15981,0.30937,0.19599
2022-05-26 03:30:00,0.72215,0.04167,0.92676,1.06382,917.159,0.30934,0.196
2022-05-26 04:30:00,0.71399,0.04205,0.92676,1.04367,917.1582,0.3093,0.196
2022-05-26 05:30:00,0.73168,0.04217,0.92676,1.02976,917.15739,0.30927,0.196
2022-05-26 06:30:00,0.75235,0.04257,0.92676,1.01607,917.15659,0.30923,0.19601
2022-05-26 07:30:00,0.77078,0.04369,0.92676,0.99927,917.15578,0.3092,0.19601
2022-05-26 08:30:00,0.78286,0.04417,0.92675,0.98288,917.15497,0.30916,0.19601
2022-05-26 09:30:00,0.78691,0.04345,0.92675,0.97159,917.15417,0.30913,0.19602
2022-05-26 10:30:00,0.78562,0.04224,0.92675,0.96889,917.15336,0.30909,0.19602
2022-05-26 11:30:00,0.79198,0.04133,0.92675,0.97634,917.15256,0.30906,0.19602
2022-05-26 12:30:00,0.65344,0.05508,0.92675,0.99266,917.15175,0.30902,0.19603
2022-05-26 13:30:00,0.67692,0.05459,0.92675,1.01236,917.15095,0.30899,0.19603
2022-05-26 14:30:00,0.69768,0.05416,0.92675,1.03512,917.15014,0.30895,0.19603
2022-05-26 15:30:00,0.58316,0.06943,0.92675,1.05943,917.14934,0.30891,0.19603
2022-05-26 16:30:00,0.57931,0.06978,0.92675,1.08108,917.14853,0.30888,0.19604
2022-05-26 17:30:00,0.5803,0.06943,0.92675,1.09616,917.14773,0.30884,0.19604
2022-05-26 18:30:00,0.58449,0.0688,0.92675,1.10505,917.14692,0.30881,0.19604
2022-05-26 19:30:00,0.59184,0.0681,0.92675,1.10929,917.14612,0.30877,0.19605
2022-05-26 20:30:00,0.60133,0.06738,0.92675,1.11004,917.14531,0.30874,0.19605
2022-05-26 21:30:00,0.6101,0.06683,0.92675,1.11048,917.14451,0.3087,0.19605
2022-05-26 22:30:00,0.61751,0.06637,0.92675,1.11208,917.1437,0.30867,0.19606
2022-05-26 23:30:00,0.62514,0.06578,0.92675,1.1157,917.1429,0.30863,0.19606
2022-05-27 00:30:00,0.63255,0.06496,0.92675,1.11395,917.14209,0.3086,0.19606
2022-05-27 01:30:00,0.64063,0.06416,0.92675,1.10275,917.14129,0.30856,0.19607
2022-05-27 02:30:00,0.65133,0.06377,0.92675,1.08722,917.14048,0.30853,0.19607
2022-05-27 03:30:00,0.65727,0.06302,0.92674,1.06512,917.13968,0.30849,0.19607
2022-05-27 04:30:00,0.65658,0.06259,0.92674,1.03986,917.13887,0.30846,0.19608
2022-05-27 05:30:00,0.64519,0.06243,0.92674,1.02278,917.13807,0.30842,0.19608
2022-05-27 06:30:00,0.63118,0.06307,0.92674,1.0194,917.13726,0.30839,0.19608
2022-05-27 07:30:00,0.62568,0.06279,0.92674,1.02268,917.13646,0.30835,0.19608
2022-05-27 08:30:00,0.63768,0.06004,0.92674,1.01667,917.13565,0.30832,0.19609
2022-05-27 09:30:00,0.6579,0.05655,0.92674,1.00866,917.13485,0.30828,0.19609
2022-05-27 10:30:00,0.66405,0.05621,0.92674,1.02041,917.13404,0.30825,0.19609
2022-05-27 11:30:00,0.65706,0.05798,0.92674,1.05451,917.13323,0.30821,0.1961
2022-05-27 12:30:00,0.60285,0.06552,0.92674,1.10048,917.13243,0.30818,0.1961
2022-05-27 13:30:00,0.61927,0.06485,0.92674,1.14999,917.13162,0.30814,0.1961
2022-05-27 14:30:00,0.63719,0.06439,0.92674,1.19837,917.13082,0.30811,0.19611
2022-05-27 15:30:00,0.64676,0.06422,0.92674,1.24402,917.13001,0.30807,0.19611
2022-05-27 16:30:00,0.65499,0.06365,0.92674,1.28578,917.12921,0.30804,0.19611
2022-05-27 17:30:00,0.66692,0.06259,0.92674,1.31624,917.1284,0.308,0.19612
2022-05-27 18:30:00,0.68728,0.06213,0.92674,1.33224,917.1276,0.30797,0.19612
2022-05-27 19:30:00,0.71317,0.06283,0.92674,1.33653,917.12679,0.30793,0.19612
2022-05-27 20:30:00,0.73037,0.06214,0.92674,1.33262,917.12599,0.3079,0.19613
2022-05-27 21:30:00,0.73691,0.0605,0.92674,1.32136,917.12518,0.30786,0.19613
2022-05-27 22:30:00,0.73875,0.0582,0.92673,1.30469,917.12438,0.30783,0.19613
2022-05-27 23:30:00,0.74447,0.05591,0.92673,1.28419,917.12357,0.30779,0.19613
2022-05-28 00:30:00,0.73804,0.05362,0.92673,1.25291,917.12277,0.30776,0.19614
2022-05-28 01:30:00,0.71019,0.0531,0.92673,1.20827,917.12196,0.30772,0.19614
2022-05-28 02:30:00,0.66766,0.05585,0.92673,1.17112,917.12116,0.30769,0.19614
2022-05-28 03:30:00,0.61264,0.06312,0.92673,1.17923,917.12035,0.30765,0.19615
2022-05-28 04:30:00,0.55746,0.07398,0.92673,1.25983,917.11955,0.30762,0.19615
2022-05-28 05:30:00,0.51341,0.08575,0.92673,1.39378,917.11874,0.30758,0.19615
2022-05-28 06:30:00,0.48902,0.09444,0.92673,1.51971,917.11794,0.30755,0.19616
2022-05-28 07:30:00,0.47258,0.09871,0.92673,1.60067,917.11713,0.30751,0.19616
2022-05-28 08:30:00,0.45744,0.1013,0.92673,1.6453,917.11633,0.30748,0.19616
2022-05-28 09:30:00,0.43946,0.10511,0.92673,1.67105,917.11552,0.30744,0.19617
2022-05-28 10:30:00,0.41537,0.11106,0.92673,1.65852,917.11472,0.30741,0.19617
2022-05-28 11:30:00,0.37836,0.12178,0.92673,1.61007,917.11391,0.30737,0.19617
2022-05-28 12:30:00,0.4101,0.10983,0.92673,1.54801,917.1131,0.30734,0.19618
2022-05-28 13:30:00,0.38866,0.12285,0.92673,1.53169,917.1123,0.3073,0.19618
2022-05-28 14:30:00,0.37994,0.1371,0.92673,1.60672,917.11149,0.30727,0.19618
2022-05-28 15:30:00,0.29514,0.19239,0.92673,1.72977,917.11069,0.30723,0.19618
2022-05-28 16:30:00,0.31507,0.19047,0.92673,1.80556,917.10988,0.3072,0.19619
2022-05-28 17:30:00,0.34064,0.17491,0.92673,1.79308,917.10908,0.30716,0.19619
2022-05-28 18:30:00,0.36748,0.14806,0.92672,1.7298,917.10827,0.30713,0.19619
2022-05-28 19:30:00,0.40212,0.12307,0.92672,1.64856,917.10747,0.30709,0.1962
2022-05-28 20:30:00,0.4521,0.10487,0.92672,1.55167,917.10666,0.30706,0.1962
2022-05-28 21:30:00,0.52592,0.08917,0.92672,1.46255,917.10586,0.30702,0.1962
2022-05-28 22:30:00,0.61024,0.07642,0.92672,1.40464,917.10505,0.30699,0.19621
2022-05-28 23:30:00,0.6885,0.0684,0.92672,1.36938,917.10425,0.30695,0.19621
2022-05-29 00:30:00,0.7659,0.06542,0.92672,1.35288,917.10344,0.30692,0.19621
2022-05-29 01:30:00,0.81911,0.06534,0.92672,1.35396,917.10264,0.30688,0.19622
2022-05-29 02:30:00,0.84786,0.06675,0.92672,1.35977,917.10183,0.30685,0.19622
2022-05-29 03:30:00,0.86382,0.06694,0.92672,1.35273,917.10103,0.30681,0.19622
2022-05-29 04:30:00,0.86887,0.06574,0.92672,1.31881,917.10022,0.30678,0.19623
2022-05-29 05:30:00,0.87918,0.0671,0.92672,1.26025,917.09942,0.30674,0.19623
2022-05-29 06:30:00,0.90195,0.06965,0.92672,1.19924,917.09861,0.30671,0.19623
2022-05-29 07:30:00,0.91872,0.06872,0.92672,1.14687,917.09781,0.30667,0.19623
2022-05-29 08:30:00,0.91845,0.06736,0.92672,1.10198,917.097,0.30664,0.19624
2022-05-29 09:30:00,0.90037,0.06856,0.92672,1.07119,917.0962,0.3066,0.19624
2022-05-29 10:30:00,0.8681,0.07316,0.92672,1.06051,917.09539,0.30657,0.19624
2022-05-29 11:30:00,0.83204,0.07832,0.92672,1.06518,917.09459,0.30653,0.19625
2022-05-29 12:30:00,0.71557,0.09279,0.92672,1.09539,917.09378,0.3065,0.19625
2022-05-29 13:30:00,0.64461,0.09917,0.92671,1.14873,917.09298,0.30646,0.19625
2022-05-29 14:30:00,0.62358,0.09895,0.92671,1.21018,917.09217,0.30643,0.19626
2022-05-29 15:30:00,0.61688,0.09272,0.92671,1.24793,917.09136,0.30639,0.19626
2022-05-29 16:30:00,0.63477,0.08511,0.92671,1.25858,917.09056,0.30636,0.19626
2022-05-29 17:30:00,0.68723,0.08557,0.92671,1.26518,917.08975,0.30632,0.19627
2022-05-29 18:30:00,0.68064,0.08103,0.92671,1.25992,917.08895,0.30629,0.19627
2022-05-29 19:30:00,0.62803,0.07145,0.92671,1.23319,917.08814,0.30625,0.19627
2022-05-29 20:30:00,0.63469,0.0708,0.92671,1.19396,917.08734,0.30622,0.19628
2022-05-29 21:30:00,0.69014,0.08046,0.92671,1.17708,917.08653,0.30618,0.19628
2022-05-29 22:30:00,0.70299,0.09083,0.92671,1.19099,917.08573,0.30615,0.19628
2022-05-29 23:30:00,0.68136,0.09604,0.92671,1.2191,917.08492,0.30611,0.19629
2022-05-30 00:30:00,0.64607,0.09528,0.92671,1.26242,917.08412,0.30608,0.19629
2022-05-30 01:30:00,0.60374,0.09087,0.92671,1.31146,917.08331,0.30604,0.19629
2022-05-30 02:30:00,0.62638,0.09453,0.92671,1.3579,917.08251,0.30601,0.19629
2022-05-30 03:30:00,0.69133,0.10508,0.92671,1.3997,917.0817,0.30597,0.1963
2022-05-30 04:30:00,0.75168,0.11224,0.92671,1.4322,917.0809,0.30594,0.1963
2022-05-30 05:30:00,0.77821,0.11077,0.92671,1.44527,917.08009,0.3059,0.1963
2022-05-30 06:30:00,0.7966,0.10554,0.92671,1.45312,917.07929,0.30587,0.19631
2022-05-30 07:30:00,0.825,0.10011,0.92671,1.48214,917.07848,0.30583,0.19631
2022-05-30 08:30:00,0.85621,0.09499,0.9267,1.53424,917.07768,0.3058,0.19631
2022-05-30 09:30:00,1.13476,0.05748,0.9267,1.58623,917.07687,0.30576,0.19632
2022-05-30 10:30:00,1.12183,0.05295,0.9267,1.61041,917.07607,0.30573,0.19632
2022-05-30 11:30:00,1.10014,0.0484,0.9267,1.62676,917.07526,0.30569,0.19632
2022-05-30 12:30:00,1.06418,0.04778,0.9267,1.67678,917.07446,0.30566,0.19633
2022-05-30 13:30:00,1.05762,0.05438,0.9267,1.76893,917.07365,0.30562,0.19633
2022-05-30 14:30:00,1.02096,0.0604,0.9267,1.85879,917.07285,0.30559,0.19633
2022-05-30 15:30:00,0.61129,0.09785,0.9267,1.81011,917.07204,0.30555,0.19634
2022-05-30 16:30:00,0.56339,0.09976,0.9267,1.71934,917.07123,0.30552,0.19634
2022-05-30 17:30:00,0.53231,0.10753,0.9267,1.6295,917.07043,0.30548,0.19634
2022-05-30 18:30:00,0.48106,0.11408,0.9267,1.54526,917.06962,0.30545,0.19634
2022-05-30 19:30:00,0.45782,0.11864,0.9267,1.46323,917.06882,0.30541,0.19635
2022-05-30 20:30:00,0.44013,0.12135,0.9267,1.38774,917.06801,0.30538,0.19635
2022-05-30 21:30:00,0.40354,0.12058,0.9267,1.33925,917.06721,0.30534,0.19635
2022-05-30 22:30:00,0.37754,0.11983,0.9267,1.31543,917.0664,0.30531,0.19636
2022-05-30 23:30:00,0.37759,0.11715,0.9267,1.30685,917.0656,0.30527,0.19636
2022-05-31 00:30:00,0.40058,0.11233,0.9267,1.29865,917.06479,0.30524,0.19636
2022-05-31 01:30:00,0.42342,0.10545,0.9267,1.27243,917.06399,0.3052,0.19637
2022-05-31 02:30:00,0.44049,0.09789,0.9267,1.22431,917.06318,0.30517,0.19637
2022-05-31 03:30:00,0.471,0.0908,0.9267,1.15861,917.06238,0.30513,0.19637
2022-05-31 04:30:00,0.52426,0.08517,0.92669,1.0976,917.06157,0.3051,0.19638
2022-05-31 05:30:00,0.57599,0.0806,0.92669,1.05534,917.06077,0.30506,0.19638
2022-05-31 06:30:00,0.59274,0.07553,0.92669,1.04395,917.05996,0.30503,0.19638
2022-05-31 07:30:00,0.56991,0.07008,0.92669,1.05914,917.05916,0.30499,0.19639
2022-05-31 08:30:00,0.56426,0.06924,0.92669,1.08839,917.05835,0.30496,0.19639
2022-05-31 09:30:00,0.56637,0.06913,0.92669,1.11373,917.05755,0.30492,0.19639
2022-05-31 10:30:00,0.56661,0.06834,0.92669,1.12386,917.05674,0.30489,0.19639
2022-05-31 11:30:00,0.5701,0.06678,0.92669,1.12698,917.05594,0.30485,0.1964
2022-05-31 12:30:00,0.54734,0.07028,0.92669,1.12852,917.05513,0.30482,0.1964
2022-05-31 13:30:00,0.57834,0.06568,0.92669,1.13241,917.05433,0.30478,0.1964
2022-05-31 14:30:00,0.61429,0.05999,0.92669,1.13749,917.05352,0.30475,0.19641
2022-05-31 15:30:00,0.48118,0.08118,0.92669,1.132,917.05272,0.30471,0.19641
2022-05-31 16:30:00,0.49071,0.07673,0.92669,1.11554,917.05191,0.30468,0.19641
2022-05-31 17:30:00,0.50617,0.07194,0.92669,1.10611,917.05111,0.30464,0.19642
2022-05-31 18:30:00,0.51661,0.06904,0.92669,1.10606,917.0503,0.30461,0.19642
2022-05-31 19:30:00,0.51559,0.06996,0.92669,1.10716,917.04949,0.30457,0.19642
2022-05-31 20:30:00,0.52596,0.07103,0.92669,1.11259,917.04869,0.30453,0.19643
2022-05-31 21:30:00,0.54671,0.0675,0.92669,1.12973,917.04788,0.3045,0.19643
2022-05-31 22:30:00,0.60365,0.06011,0.92669,1.1781,917.04708,0.30446,0.19643
2022-05-31 23:30:00,0.66192,0.05469,0.92668,1.26986,917.04627,0.30443,0.19644
2022-06-01 00:30:00,0.66723,0.05432,0.92668,1.40534,917.04547,0.30439,0.19644
2022-06-01 01:30:00,0.63909,0.05799,0.92668,1.57641,917.04811,0.30439,0.19645
2022-06-01 02:30:00,0.61881,0.06278,0.92668,1.75414,917.05075,0.30438,0.19646
2022-06-01 03:30:00,0.61596,0.06529,0.92667,1.85654,917.05339,0.30438,0.19647
2022-06-01 04:30:00,0.6243,0.06538,0.92667,1.88631,917.05604,0.30437,0.19648
2022-06-01 05:30:00,0.63574,0.06442,0.92666,1.87543,917.05868,0.30436,0.19649
2022-06-01 06:30:00,0.64933,0.06344,0.92666,1.84029,917.06132,0.30436,0.1965
2022-06-01 07:30:00,0.65901,0.06275,0.92665,1.79887,917.06396,0.30435,0.19652
2022-06-01 08:30:00,0.66525,0.06267,0.92665,1.76838,917.0666,0.30434,0.19653
2022-06-01 09:30:00,0.54151,0.08279,0.92664,1.78792,917.06925,0.30434,0.19654
2022-06-01 10:30:00,0.55843,0.08379,0.92664,1.84734,917.07189,0.30433,0.19655
2022-06-01 11:30:00,0.59633,0.08159,0.92663,1.90206,917.07453,0.30432,0.19656
2022-06-01 12:30:00,0.52794,0.09729,0.92663,1.94737,917.07717,0.30432,0.19657
2022-06-01 13:30:00,0.57142,0.08935,0.92662,1.97394,917.07981,0.30431,0.19658
2022-06-01 14:30:00,0.61741,0.07926,0.92662,1.96691,917.08245,0.3043,0.19659
2022-06-01 15:30:00,0.66227,0.06771,0.92662,1.8903,917.0851,0.3043,0.1966
2022-06-01 16:30:00,0.7066,0.05585,0.92661,1.76832,917.08774,0.30429,0.19662
2022-06-01 17:30:00,0.75455,0.04606,0.92661,1.64552,917.09038,0.30429,0.19663
2022-06-01 18:30:00,0.79367,0.03968,0.9266,1.54114,917.09302,0.30428,0.19664
2022-06-01 19:30:00,0.80506,0.03654,0.9266,1.47346,917.09566,0.30427,0.19665
2022-06-01 20:30:00,0.80864,0.03521,0.92659,1.45662,917.09831,0.30427,0.19666
2022-06-01 21:30:00,0.84276,0.03516,0.92659,1.47504,917.10095,0.30426,0.19667
2022-06-01 22:30:00,0.90894,0.03742,0.92658,1.48448,917.10359,0.30425,0.19668
2022-06-01 23:30:00,0.94975,0.03678,0.92658,1.48174,917.10623,0.30425,0.19669
2022-06-02 00:30:00,0.96928,0.03536,0.92657,1.48644,917.10887,0.30424,0.1967
2022-06-02 01:30:00,0.96767,0.03527,0.92657,1.49464,917.11151,0.30423,0.19671
2022-06-02 02:30:00,0.91736,0.03352,0.92657,1.49154,917.11416,0.30423,0.19673
2022-06-02 03:30:00,0.85925,0.03533,0.92656,1.51449,917.1168,0.30422,0.19674
2022-06-02 04:30:00,0.83575,0.04174,0.92656,1.59062,917.11944,0.30421,0.19675
2022-06-02 05:30:00,0.82733,0.04739,0.92655,1.70313,917.12208,0.30421,0.19676
2022-06-02 06:30:00,0.81416,0.0518,0.92655,1.85931,917.12472,0.3042,0.19677
2022-06-02 07:30:00,0.82047,0.05584,0.92654,2.07653,917.12737,0.3042,0.19678
2022-06-02 08:30:00,0.80397,0.06584,0.92654,2.28755,917.13001,0.30419,0.19679
2022-06-02 09:30:00,0.73577,0.06932,0.92653,2.41172,917.13265,0.30418,0.1968
2022-06-02 10:30:00,0.68716,0.07369,0.92653,2.46717,917.13529,0.30418,0.19681
2022-06-02 11:30:00,0.69779,0.0809,0.92652,2.49601,917.13793,0.30417,0.19683
2022-06-02 12:30:00,0.62566,0.10918,0.92652,2.51481,917.14057,0.30416,0.19684
2022-06-02 13:30:00,0.60072,0.12547,0.92651,2.51569,917.14322,0.30416,0.19685
2022-06-02 14:30:00,0.58836,0.13571,0.92651,2.50388,917.14586,0.30415,0.19686
2022-06-02 15:30:00,0.57315,0.14184,0.92651,2.45944,917.1485,0.30414,0.19687
2022-06-02 16:30:00,0.55628,0.13924,0.9265,2.40271,917.15114,0.30414,0.19688
2022-06-02 17:30:00,0.5495,0.1326,0.9265,2.33754,917.15378,0.30413,0.19689
2022-06-02 18:30:00,0.55298,0.12268,0.92649,2.27086,917.15643,0.30412,0.1969
2022-06-02 19:30:00,0.54267,0.11399,0.92649,2.19618,917.15907,0.30412,0.19691
2022-06-02 20:30:00,0.50406,0.11197,0.92648,2.12278,917.16171,0.30411,0.19693
2022-06-02 21:30:00,0.47367,0.10639,0.92648,2.03545,917.16435,0.30411,0.19694
2022-06-02 22:30:00,0.48579,0.09614,0.92647,1.92089,917.16699,0.3041,0.19695
2022-06-02 23:30:00,0.51438,0.08617,0.92647,1.78429,917.16963,0.30409,0.19696
2022-06-03 00:30:00,0.53686,0.08122,0.92646,1.67431,917.17228,0.30409,0.19697
2022-06-03 01:30:00,0.55065,0.07944,0.92646,1.5798,917.17492,0.30408,0.19698
2022-06-03 02:30:00,0.55811,0.07973,0.92646,1.50297,917.17756,0.30407,0.19699
2022-06-03 03:30:00,0.55938,0.08134,0.92645,1.44284,917.1802,0.30407,0.197
2022-06-03 04:30:00,0.56166,0.08321,0.92645,1.40208,917.18284,0.30406,0.19701
2022-06-03 05:30:00,0.56343,0.0838,0.92644,1.36365,917.18549,0.30405,0.19702
2022-06-03 06:30:00,0.5632,0.0814,0.92644,1.30885,917.18813,0.30405,0.19704
2022-06-03 07:30:00,0.55217,0.07788,0.92643,1.2455,917.19077,0.30404,0.19705
2022-06-03 08:30:00,0.53644,0.07522,0.92643,1.19309,917.19341,0.30403,0.19706
2022-06-03 09:30:00,0.51321,0.0756,0.92642,1.16564,917.19605,0.30403,0.19707
2022-06-03 10:30:00,0.50976,0.07357,0.92642,1.15194,917.19869,0.30402,0.19708
2022-06-03 11:30:00,0.50502,0.07217,0.92641,1.14688,917.20134,0.30402,0.19709
2022-06-03 12:30:00,0.41492,0.08893,0.92641,1.15978,917.20398,0.30401,0.1971
2022-06-03 13:30:00,0.40606,0.09006,0.9264,1.19497,917.20662,0.304,0.19711
2022-06-03 14:30:00,0.38554,0.09409,0.9264,1.24697,917.20926,0.304,0.19712
2022-06-03 15:30:00,0.35181,0.10314,0.9264,1.29774,917.2119,0.30399,0.19714
2022-06-03 16:30:00,0.32787,0.11267,0.92639,1.3368,917.21455,0.30398,0.19715
2022-06-03 17:30:00,0.32436,0.11646,0.92639,1.37194,917.21719,0.30398,0.19716
2022-06-03 18:30:00,0.34744,0.10995,0.92638,1.39926,917.21983,0.30397,0.19717
2022-06-03 19:30:00,0.38237,0.0991,0.92638,1.40578,917.22247,0.30396,0.19718
2022-06-03 20:30:00,0.41061,0.09016,0.92637,1.39906,917.22511,0.30396,0.19719
2022-06-03 21:30:00,0.43312,0.08326,0.92637,1.38219,917.22775,0.30395,0.1972
2022-06-03 22:30:00,0.45216,0.07839,0.92636,1.35368,917.2304,0.30394,0.19721
2022-06-03 23:30:00,0.47018,0.07541,0.92636,1.31978,917.23304,0.30394,0.19722
2022-06-04 00:30:00,0.4868,0.07322,0.92635,1.29006,917.23568,0.30393,0.19724
2022-06-04 01:30:00,0.50592,0.07126,0.92635,1.26459,917.23832,0.30393,0.19725
2022-06-04 02:30:00,0.52862,0.06954,0.92635,1.24154,917.24096,0.30392,0.19726
2022-06-04 03:30:00,0.55436,0.06821,0.92634,1.21776,917.24361,0.30391,0.19727
2022-06-04 04:30:00,0.57991,0.06711,0.92634,1.1915,917.24625,0.30391,0.19728
2022-06-04 05:30:00,0.59669,0.0658,0.92633,1.16215,917.24889,0.3039,0.19729
2022-06-04 06:30:00,0.60571,0.06408,0.92633,1.14228,917.25153,0.30389,0.1973
2022-06-04 07:30:00,0.60125,0.06159,0.92632,1.13299,917.25417,0.30389,0.19731
2022-06-04 08:30:00,0.5958,0.06025,0.92632,1.13203,917.25681,0.30388,0.19732
2022-06-04 09:30:00,0.59271,0.05926,0.92631,1.14439,917.25946,0.30387,0.19733
2022-06-04 10:30:00,0.58855,0.05805,0.92631,1.1533,917.2621,0.30387,0.19735
2022-06-04 11:30:00,0.58325,0.05624,0.9263,1.13721,917.26474,0.30386,0.19736
2022-06-04 12:30:00,0.44615,0.07496,0.9263,1.10907,917.26738,0.30385,0.19737
2022-06-04 13:30:00,0.44526,0.07197,0.9263,1.08293,917.27002,0.30385,0.19738
2022-06-04 14:30:00,0.44922,0.06954,0.92629,1.07666,917.27267,0.30384,0.19739
2022-06-04 15:30:00,0.3712,0.08889,0.92629,1.09033,917.27531,0.30383,0.1974
2022-06-04 16:30:00,0.40087,0.08258,0.92628,1.11571,917.27795,0.30383,0.19741
2022-06-04 17:30:00,0.43217,0.07711,0.92628,1.13831,917.28059,0.30382,0.19742
2022-06-04 18:30:00,0.46674,0.07164,0.92627,1.14252,917.28323,0.30382,0.19743
2022-06-04 19:30:00,0.50092,0.06627,0.92627,1.11824,917.28587,0.30381,0.19745
2022-06-04 20:30:00,0.53163,0.06128,0.92626,1.0651,917.28852,0.3038,0.19746
2022-06-04 21:30:00,0.55713,0.05693,0.92626,0.99909,917.29116,0.3038,0.19747
2022-06-04 22:30:00,0.57277,0.05462,0.92625,0.93847,917.2938,0.30379,0.19748
2022-06-04 23:30:00,0.58437,0.05439,0.92625,0.89306,917.29644,0.30378,0.19749
2022-06-05 00:30:00,0.60259,0.05433,0.92624,0.86761,917.29908,0.30378,0.1975
2022-06-05 01:30:00,0.63081,0.05256,0.92624,0.85896,917.30173,0.30377,0.19751
2022-06-05 02:30:00,0.64245,0.04943,0.92624,0.84687,917.30437,0.30376,0.19752
2022-06-05 03:30:00,0.64535,0.0477,0.92623,0.82772,917.30701,0.30376,0.19753
2022-06-05 04:30:00,0.65754,0.04639,0.92623,0.80156,917.30965,0.30375,0.19754
2022-06-05 05:30:00,0.68149,0.04642,0.92622,0.78186,917.31229,0.30374,0.19756
2022-06-05 06:30:00,0.69871,0.04699,0.92622,0.7729,917.31493,0.30374,0.19757
2022-06-05 07:30:00,0.72008,0.04837,0.92621,0.76374,917.31758,0.30373,0.19758
2022-06-05 08:30:00,0.72798,0.04877,0.92621,0.75241,917.32022,0.30373,0.19759
2022-06-05 09:30:00,0.73551,0.04923,0.9262,0.7465,917.32286,0.30372,0.1976
2022-06-05 10:30:00,0.75855,0.05055,0.9262,0.74723,917.3255,0.30371,0.19761
2022-06-05 11:30:00,0.76995,0.05036,0.92619,0.75332,917.32814,0.30371,0.19762
2022-06-05 12:30:00,0.56263,0.07617,0.92619,0.76899,917.33079,0.3037,0.19763
2022-06-05 13:30:00,0.57725,0.07527,0.92619,0.79489,917.33343,0.30369,0.19764
2022-06-05 14:30:00,0.5726,0.07197,0.92618,0.8327,917.33607,0.30369,0.19766
2022-06-05 15:30:00,0.53105,0.07051,0.92618,0.89355,917.33871,0.30368,0.19767
2022-06-05 16:30:00,0.48868,0.07153,0.92617,0.96177,917.34135,0.30367,0.19768
2022-06-05 17:30:00,0.46791,0.0748,0.92617,1.02566,917.34399,0.30367,0.19769
2022-06-05 18:30:00,0.45472,0.07656,0.92616,1.07392,917.34664,0.30366,0.1977
2022-06-05 19:30:00,0.45299,0.07605,0.92616,1.09408,917.34928,0.30365,0.19771
2022-06-05 20:30:00,0.46911,0.07255,0.92615,1.09358,917.35192,0.30365,0.19772
2022-06-05 21:30:00,0.50273,0.06622,0.92615,1.0736,917.35456,0.30364,0.19773
2022-06-05 22:30:00,0.54529,0.05866,0.92614,1.04977,917.3572,0.30364,0.19774
2022-06-05 23:30:00,0.59743,0.05115,0.92614,1.02913,917.35985,0.30363,0.19776
2022-06-06 00:30:00,0.66946,0.04407,0.92613,1.01315,917.36249,0.30362,0.19777
2022-06-06 01:30:00,0.76883,0.03736,0.92613,0.99866,917.36513,0.30362,0.19778
2022-06-06 02:30:00,0.84976,0.03369,0.92613,0.97594,917.36777,0.30361,0.19779
2022-06-06 03:30:00,0.86053,0.03408,0.92612,0.95245,917.37041,0.3036,0.1978
2022-06-06 04:30:00,0.82945,0.03655,0.92612,0.93172,917.37305,0.3036,0.19781
2022-06-06 05:30:00,0.8126,0.03828,0.92611,0.89892,917.3757,0.30359,0.19782
2022-06-06 06:30:00,0.818,0.03913,0.92611,0.85329,917.37834,0.30358,0.19783
2022-06-06 07:30:00,0.82668,0.04016,0.9261,0.81432,917.38098,0.30358,0.19784
2022-06-06 08:30:00,0.82974,0.04032,0.9261,0.79885,917.38362,0.30357,0.19785
2022-06-06 09:30:00,0.67906,0.05463,0.92609,0.81495,917.38626,0.30356,0.19787
2022-06-06 10:30:00,0.70049,0.05227,0.92609,0.84968,917.38891,0.30356,0.19788
2022-06-06 11:30:00,0.72329,0.04933,0.92608,0.88132,917.39155,0.30355,0.19789
2022-06-06 12:30:00,0.70391,0.05011,0.92608,0.90714,917.39419,0.30355,0.1979
2022-06-06 13:30:00,0.71391,0.04668,0.92608,0.93731,917.39683,0.30354,0.19791
2022-06-06 14:30:00,0.73168,0.04406,0.92607,0.97098,917.39947,0.30353,0.19792
2022-06-06 15:30:00,0.41544,0.08957,0.92607,1.00218,917.40211,0.30353,0.19793
2022-06-06 16:30:00,0.39943,0.10066,0.92606,1.03928,917.40476,0.30352,0.19794
2022-06-06 17:30:00,0.38082,0.11477,0.92606,1.08423,917.4074,0.30351,0.19795
2022-06-06 18:30:00,0.3713,0.1265,0.92605,1.12672,917.41004,0.30351,0.19797
2022-06-06 19:30:00,0.36742,0.13048,0.92605,1.14778,917.41268,0.3035,0.19798
2022-06-06 20:30:00,0.34818,0.12691,0.92604,1.13249,917.41532,0.30349,0.19799
2022-06-06 21:30:00,0.33539,0.12214,0.92604,1.11295,917.41797,0.30349,0.198
